application_id,company_name,sector,requested_limit_cr,gstr_1_sales_cr,bank_inflows_cr,dscr,current_ratio,debt_to_equity,gst_vs_bank_variance,circular_trading_risk_score,litigation_count,promoter_sentiment,sector_risk_score,due_diligence_score,final_score,decision,actual_default,timestamp
SYN-2028-00457,Prime Solutions,Renewable Energy,56.18,73.9,75.41,0.91,2.1,0.17,2.04,22.11,0,POSITIVE,24.24,0.06,99.53,APPROVE,0,2025-03-29T16:56:05.547131
SYN-2028-00409,Imperial Systems,Chemicals,10.3,26.68,23.48,0.64,0.78,4.2,11.99,65.59,2,NEGATIVE,43.26,-2.41,0.0,REJECT,0,2025-05-03T16:56:05.540258
SYN-2024-00092,Global Manufacturing,Food Processing,73.61,160.24,159.18,1.57,1.61,1.83,0.66,1.96,0,POSITIVE,26.18,3.13,100.0,APPROVE,0,2025-05-23T16:56:05.486352
SYN-2033-00930,Global Corporation,IT Services,45.2,58.12,53.68,0.86,1.65,1.28,7.63,82.34,1,NEUTRAL,62.11,-4.86,14.98,REJECT,1,2025-10-19T16:56:05.588582
SYN-2024-00089,Universal Solutions,Renewable Energy,87.34,135.17,129.77,0.79,1.29,2.64,3.99,92.38,3,POSITIVE,72.26,-0.75,0.0,REJECT,0,2026-02-08T16:56:05.486083
SYN-2027-00336,Premier Technologies,Retail,95.39,146.05,151.06,1.76,1.62,0.76,3.43,8.45,1,NEUTRAL,10.31,3.11,100.0,APPROVE,0,2025-10-02T16:56:05.528917
SYN-2033-00988,Elite Enterprises,Automotive Parts,59.42,109.5,108.57,1.65,1.55,2.01,0.84,16.71,0,POSITIVE,19.45,1.77,100.0,APPROVE,0,2025-07-17T16:56:05.594432
SYN-2033-00921,Global Manufacturing,Chemicals,39.89,69.86,66.35,0.82,1.01,2.65,5.03,94.38,3,NEUTRAL,64.9,-4.54,0.0,REJECT,1,2025-09-07T16:56:05.586835
SYN-2033-00933,Crown Manufacturing,Renewable Energy,49.82,140.95,152.14,0.77,1.36,3.13,7.93,71.26,2,POSITIVE,63.13,-0.89,3.21,REJECT,1,2025-10-21T16:56:05.589216
SYN-2030-00605,Royal Corporation,Retail,54.57,91.26,90.77,1.46,1.46,0.82,0.53,23.17,0,POSITIVE,34.83,0.45,100.0,APPROVE,0,2026-02-24T16:56:05.559368
SYN-2029-00593,United Corporation,Retail,44.01,57.88,58.74,0.95,1.63,1.71,1.49,22.47,0,POSITIVE,13.53,2.91,93.22,APPROVE,0,2025-07-09T16:56:05.558665
SYN-2030-00611,Classic Enterprises,Retail,24.24,69.44,69.89,1.34,2.16,0.38,0.64,14.02,0,NEUTRAL,38.85,2.63,100.0,APPROVE,0,2025-04-14T16:56:05.559892
SYN-2024-00094,Supreme Systems,Construction,14.79,30.99,32.29,2.19,1.65,0.98,4.18,12.64,0,NEGATIVE,17.16,1.44,100.0,APPROVE,0,2026-02-05T16:56:05.486565
SYN-2024-00011,National Systems,Textiles,18.79,52.2,56.79,0.72,0.66,2.74,8.78,40.42,2,NEUTRAL,56.7,-3.31,0.0,REJECT,1,2025-07-31T16:56:05.473750
SYN-2027-00396,Elite Solutions,IT Services,7.21,18.37,17.72,2.01,2.56,1.28,3.54,28.79,0,NEUTRAL,12.94,2.71,100.0,APPROVE,0,2026-02-04T16:56:05.536406
SYN-2029-00533,Universal Enterprises,Construction,50.05,89.6,90.75,1.94,1.69,0.92,1.29,12.19,0,NEGATIVE,31.31,0.42,93.22,APPROVE,0,2026-03-02T16:56:05.552698
SYN-2024-00043,Crown Enterprises,Chemicals,45.65,77.14,72.84,0.97,1.16,4.25,5.58,56.64,1,NEUTRAL,58.55,-4.61,2.13,REJECT,1,2026-02-14T16:56:05.479118
SYN-2024-00042,Premier Systems,Chemicals,74.97,142.19,141.0,1.57,1.81,1.25,0.84,29.08,0,POSITIVE,28.88,3.14,100.0,APPROVE,0,2025-03-19T16:56:05.478956
SYN-2027-00329,Supreme Systems,Renewable Energy,77.84,102.36,92.77,0.91,1.47,1.99,9.38,67.5,1,POSITIVE,43.75,-4.8,26.44,REJECT,0,2025-09-13T16:56:05.524193
SYN-2025-00167,National Industries,Automotive Parts,67.27,113.03,116.28,1.62,1.54,0.94,2.88,15.18,0,NEUTRAL,31.98,2.54,100.0,APPROVE,0,2025-03-09T16:56:05.495503
SYN-2028-00497,Classic Systems,IT Services,30.61,71.33,69.01,0.67,1.11,2.46,3.25,58.61,1,NEGATIVE,60.17,-2.68,0.0,REJECT,0,2025-04-17T16:56:05.550092
SYN-2032-00876,Modern Systems,Automotive Parts,137.54,193.57,185.22,1.66,1.48,1.09,4.31,21.42,0,POSITIVE,14.15,1.02,100.0,APPROVE,0,2025-06-27T16:56:05.582506
SYN-2029-00597,Supreme Industries,Textiles,64.74,95.46,99.09,1.59,2.63,0.5,3.8,27.21,0,POSITIVE,12.56,3.97,100.0,APPROVE,0,2025-10-05T16:56:05.558906
SYN-2031-00756,Royal Group,Pharmaceuticals,105.4,191.8,185.19,1.26,1.88,1.54,3.44,17.69,0,NEUTRAL,35.75,4.66,92.02,APPROVE,0,2025-09-12T16:56:05.570876
SYN-2025-00100,Classic Technologies,Food Processing,87.3,122.56,125.42,1.49,2.52,0.94,2.34,25.54,0,POSITIVE,24.42,1.74,100.0,APPROVE,0,2025-05-05T16:56:05.487315
SYN-2028-00426,Premier Industries,Renewable Energy,103.11,199.19,210.18,0.56,0.41,3.19,5.52,70.77,1,POSITIVE,63.84,-0.4,3.41,REJECT,0,2026-02-22T16:56:05.542621
SYN-2025-00178,Classic Manufacturing,Chemicals,7.59,23.1,23.67,1.32,1.99,0.7,2.45,22.54,0,POSITIVE,38.7,1.41,100.0,APPROVE,0,2025-06-12T16:56:05.496656
SYN-2028-00444,Global Technologies,Chemicals,35.7,53.13,51.87,1.28,2.28,1.68,2.36,1.49,0,NEUTRAL,23.95,4.6,100.0,APPROVE,0,2025-11-25T16:56:05.545272
SYN-2028-00416,Classic Group,Retail,13.03,30.71,27.83,0.73,1.21,2.4,9.37,60.35,1,NEGATIVE,59.45,-3.42,0.0,REJECT,1,2026-01-13T16:56:05.541269
SYN-2032-00870,Apex Manufacturing,Industrial Manufacturing,49.04,151.47,147.55,1.83,2.0,0.4,2.59,7.88,0,POSITIVE,19.16,1.1,100.0,APPROVE,0,2025-08-24T16:56:05.581991
SYN-2032-00882,Universal Industries,Automotive Parts,33.57,60.26,61.47,1.96,1.9,1.0,2.0,7.59,0,NEGATIVE,10.45,2.87,100.0,APPROVE,0,2025-09-23T16:56:05.583029
SYN-2030-00680,United Manufacturing,Automotive Parts,55.33,87.7,96.84,0.83,1.11,1.93,10.43,89.78,3,NEGATIVE,77.83,-2.68,0.0,REJECT,1,2025-08-28T16:56:05.564675
SYN-2025-00177,Modern Solutions,Renewable Energy,54.09,104.33,101.92,1.65,1.59,0.62,2.31,4.0,0,POSITIVE,31.84,3.65,100.0,APPROVE,0,2025-09-13T16:56:05.496586
SYN-2027-00395,National Industries,Construction,63.14,169.44,158.73,0.7,0.72,2.4,6.32,70.7,2,NEGATIVE,55.31,-2.47,0.0,REJECT,1,2025-07-19T16:56:05.536333
SYN-2033-00911,Royal Enterprises,Retail,10.95,16.79,16.89,1.2,2.09,1.24,0.57,9.59,0,NEUTRAL,17.89,2.46,100.0,APPROVE,0,2025-12-29T16:56:05.585591
SYN-2031-00793,Royal Enterprises,Automotive Parts,85.86,144.77,144.7,1.93,1.62,0.99,0.05,25.37,0,POSITIVE,29.64,1.79,100.0,APPROVE,0,2025-09-02T16:56:05.574589
SYN-2033-00960,Classic Group,Food Processing,62.79,117.32,119.36,1.57,2.27,1.51,1.75,12.96,0,NEUTRAL,23.38,0.24,100.0,APPROVE,0,2025-12-15T16:56:05.592007
SYN-2030-00684,National Industries,Retail,80.19,198.14,200.93,1.26,1.82,1.42,1.41,21.75,0,POSITIVE,13.53,0.06,100.0,APPROVE,0,2025-05-19T16:56:05.564955
SYN-2027-00383,Royal Technologies,Renewable Energy,48.74,96.29,107.55,0.94,1.03,1.68,11.69,80.54,1,NEGATIVE,70.25,-0.33,0.0,REJECT,0,2025-05-23T16:56:05.535457
SYN-2033-00956,Elite Industries,Food Processing,81.92,107.15,109.67,1.67,1.95,2.01,2.35,4.2,0,POSITIVE,21.69,4.37,100.0,APPROVE,0,2025-08-06T16:56:05.591680
SYN-2031-00751,Universal Industries,Automotive Parts,108.0,153.07,159.09,1.94,1.72,1.31,3.93,5.39,0,POSITIVE,39.04,0.16,100.0,APPROVE,0,2025-04-22T16:56:05.570273
SYN-2026-00257,Royal Systems,Textiles,64.73,184.47,190.62,1.29,2.12,0.21,3.34,19.7,0,NEGATIVE,15.75,2.53,87.2,APPROVE,0,2026-03-03T16:56:05.507294
SYN-2029-00538,United Corporation,Textiles,21.89,38.48,39.46,1.32,2.04,1.4,2.54,8.67,1,POSITIVE,11.5,2.88,100.0,APPROVE,0,2025-11-28T16:56:05.552997
SYN-2027-00335,United Group,Retail,36.61,60.44,65.16,0.66,1.32,2.34,7.81,97.69,2,NEUTRAL,77.33,-1.61,0.0,REJECT,1,2025-04-25T16:56:05.528218
SYN-2024-00015,Modern Technologies,Renewable Energy,64.14,83.48,90.33,0.82,0.95,1.26,8.21,78.71,1,NEGATIVE,67.64,-4.31,0.0,REJECT,0,2025-10-24T16:56:05.474209
SYN-2027-00324,Classic Manufacturing,IT Services,87.27,173.36,181.26,1.49,1.24,1.17,4.56,14.5,0,NEUTRAL,20.84,1.64,92.9,APPROVE,0,2025-04-28T16:56:05.520462
SYN-2031-00758,Sterling Group,Food Processing,24.09,58.19,60.63,1.3,0.98,1.39,4.18,22.82,0,POSITIVE,27.15,0.06,86.16,APPROVE,1,2025-07-21T16:56:05.571115
SYN-2026-00222,United Enterprises,Chemicals,145.79,193.17,189.61,1.13,2.0,0.97,1.84,14.27,0,POSITIVE,16.83,3.61,100.0,APPROVE,0,2026-02-07T16:56:05.502544
SYN-2025-00179,Elite Enterprises,Renewable Energy,52.42,157.58,171.92,0.62,0.85,2.32,9.1,56.32,3,NEUTRAL,57.99,-2.56,0.0,REJECT,1,2025-03-25T16:56:05.496765
SYN-2033-00983,Prime Solutions,Renewable Energy,38.65,69.36,63.09,0.71,1.41,1.65,9.04,43.97,1,NEGATIVE,45.11,-2.06,5.47,REJECT,1,2025-06-14T16:56:05.594004
SYN-2024-00022,Global Solutions,Pharmaceuticals,83.22,142.25,127.21,0.63,0.65,2.14,10.57,50.17,2,POSITIVE,77.45,-4.51,0.0,REJECT,1,2026-03-04T16:56:05.475006
SYN-2027-00356,Sterling Enterprises,Construction,61.78,180.61,193.53,0.89,0.54,1.57,7.15,50.26,2,NEGATIVE,70.29,-3.03,0.0,REJECT,0,2025-09-04T16:56:05.533163
SYN-2030-00666,Classic Industries,Food Processing,115.78,180.06,172.78,1.47,1.81,1.28,4.04,8.35,0,NEUTRAL,14.87,1.25,100.0,APPROVE,0,2026-02-05T16:56:05.563694
SYN-2032-00861,National Group,Pharmaceuticals,83.53,166.7,167.15,1.6,2.57,0.44,0.27,18.62,0,POSITIVE,24.89,0.51,100.0,APPROVE,0,2026-01-10T16:56:05.581158
SYN-2027-00340,Supreme Enterprises,Pharmaceuticals,35.36,64.71,65.75,1.34,1.38,1.81,1.61,3.6,0,NEGATIVE,25.94,1.5,70.74,CONDITIONAL_APPROVE,0,2025-06-29T16:56:05.530061
SYN-2028-00431,National Solutions,Chemicals,28.8,68.49,72.83,0.6,1.49,3.03,6.34,60.24,3,NEUTRAL,40.02,-3.83,0.0,REJECT,1,2025-03-21T16:56:05.543143
SYN-2029-00551,Prime Enterprises,Food Processing,85.61,197.93,191.61,1.48,1.9,1.24,3.2,8.09,0,POSITIVE,29.77,3.36,100.0,APPROVE,0,2025-08-27T16:56:05.554310
SYN-2032-00833,Elite Group,Pharmaceuticals,8.29,18.5,18.03,1.36,1.94,1.43,2.57,20.62,0,NEUTRAL,34.32,1.4,90.79,APPROVE,0,2025-09-04T16:56:05.578792
SYN-2026-00203,Supreme Systems,Textiles,103.83,133.92,134.46,1.99,2.1,1.24,0.4,3.13,0,POSITIVE,24.63,3.0,100.0,APPROVE,1,2025-11-24T16:56:05.500110
SYN-2030-00630,Apex Industries,Renewable Energy,21.08,49.56,49.44,1.65,2.05,0.58,0.25,16.01,0,NEUTRAL,17.24,4.03,100.0,APPROVE,0,2025-11-08T16:56:05.561126
SYN-2024-00093,Universal Manufacturing,Pharmaceuticals,52.39,76.64,68.05,0.85,1.37,2.57,11.2,96.34,3,NEGATIVE,79.92,-2.99,0.0,REJECT,1,2025-08-25T16:56:05.486442
SYN-2029-00558,Modern Industries,Construction,15.5,23.78,24.42,1.8,2.35,0.77,2.71,7.3,0,POSITIVE,16.28,2.01,100.0,APPROVE,0,2025-12-10T16:56:05.555062
SYN-2024-00068,Imperial Group,Chemicals,59.0,166.04,163.91,1.75,1.46,1.24,1.28,22.87,0,POSITIVE,20.26,4.23,100.0,APPROVE,0,2025-10-19T16:56:05.483663
SYN-2030-00622,Classic Industries,Renewable Energy,86.54,133.34,128.3,0.53,1.63,2.76,3.78,76.93,1,NEGATIVE,56.12,-1.81,0.0,REJECT,0,2025-08-19T16:56:05.560618
SYN-2026-00284,National Group,Chemicals,59.25,96.33,96.39,1.82,2.75,0.81,0.07,26.86,0,POSITIVE,33.62,1.24,100.0,APPROVE,0,2025-04-10T16:56:05.513528
SYN-2032-00844,Prime Industries,Textiles,20.38,66.62,61.65,0.67,1.27,2.41,7.45,81.72,2,NEGATIVE,75.05,-3.5,0.0,REJECT,0,2026-02-08T16:56:05.579719
SYN-2028-00434,Premier Industries,Food Processing,73.43,107.24,99.99,0.84,1.49,2.97,6.76,50.13,3,NEGATIVE,40.53,-0.33,0.0,REJECT,1,2025-04-20T16:56:05.543436
SYN-2025-00153,Crown Systems,IT Services,112.49,142.06,159.77,1.11,1.47,2.33,12.47,43.49,4,POSITIVE,42.31,-3.8,0.0,REJECT,0,2025-08-29T16:56:05.494060
SYN-2024-00075,Supreme Technologies,Renewable Energy,72.72,180.63,165.86,0.75,0.77,4.56,8.18,44.02,3,NEGATIVE,48.4,-4.05,0.0,REJECT,1,2025-12-14T16:56:05.484722
SYN-2031-00730,Prime Group,Pharmaceuticals,85.98,156.38,162.48,1.35,1.75,1.42,3.9,5.96,0,POSITIVE,32.27,1.53,100.0,APPROVE,0,2025-09-14T16:56:05.568574
SYN-2028-00446,United Systems,Chemicals,106.02,150.91,134.3,0.64,0.53,2.19,11.0,87.64,4,NEGATIVE,64.93,-0.77,0.0,REJECT,0,2025-06-30T16:56:05.545592
SYN-2025-00188,Universal Systems,Pharmaceuticals,72.91,196.87,203.85,1.65,1.46,0.88,3.54,25.72,0,POSITIVE,18.31,1.01,100.0,APPROVE,0,2025-11-28T16:56:05.498257
SYN-2026-00271,Universal Industries,Pharmaceuticals,48.96,73.47,75.39,1.39,1.86,0.31,2.61,9.2,0,POSITIVE,28.64,2.02,100.0,APPROVE,0,2025-06-03T16:56:05.511525
SYN-2026-00236,Classic Corporation,Food Processing,48.29,69.54,64.61,0.97,0.84,1.97,7.09,61.61,1,NEGATIVE,73.71,-0.54,0.0,REJECT,0,2025-10-11T16:56:05.504250
SYN-2028-00487,Supreme Enterprises,Retail,27.94,80.69,76.88,1.02,1.16,2.67,4.73,92.08,2,NEUTRAL,68.72,-2.71,0.0,REJECT,1,2025-12-31T16:56:05.549422
SYN-2025-00117,Global Systems,Industrial Manufacturing,60.75,146.65,144.98,1.4,1.97,1.46,1.14,19.76,0,POSITIVE,26.66,4.98,100.0,APPROVE,0,2025-10-23T16:56:05.489352
SYN-2033-00943,Modern Technologies,Pharmaceuticals,86.41,109.8,109.77,1.45,2.34,0.85,0.02,0.61,0,POSITIVE,25.15,4.56,100.0,APPROVE,0,2026-02-12T16:56:05.590215
SYN-2029-00512,Crown Group,Food Processing,27.32,41.64,43.13,1.36,2.1,0.5,3.58,28.74,0,NEUTRAL,27.39,0.88,96.9,APPROVE,0,2026-02-08T16:56:05.551122
SYN-2032-00825,Imperial Enterprises,Textiles,54.51,172.53,187.77,0.67,1.49,2.29,8.83,56.26,1,POSITIVE,50.84,-4.62,19.62,REJECT,1,2025-07-25T16:56:05.578034
SYN-2029-00591,Apex Corporation,Food Processing,109.67,144.29,147.21,1.11,1.06,1.14,2.02,2.36,0,NEUTRAL,12.34,1.35,89.54,APPROVE,0,2025-03-15T16:56:05.558542
SYN-2025-00126,Sterling Group,Retail,30.29,38.19,41.15,0.95,1.12,3.09,7.76,58.97,2,NEUTRAL,41.66,-0.17,8.16,REJECT,0,2025-04-04T16:56:05.490236
SYN-2025-00116,Royal Enterprises,Automotive Parts,9.09,21.47,21.67,1.9,1.88,2.24,0.97,15.79,0,POSITIVE,12.45,0.8,100.0,APPROVE,0,2025-07-25T16:56:05.489251
SYN-2028-00473,Modern Industries,Food Processing,63.14,79.97,78.37,1.28,2.46,1.08,2.0,20.75,0,POSITIVE,11.15,2.1,100.0,APPROVE,0,2026-02-11T16:56:05.548513
SYN-2030-00693,Premier Industries,Food Processing,66.56,141.01,145.91,0.97,0.95,2.96,3.47,96.16,2,NEGATIVE,56.58,-3.61,0.0,REJECT,0,2025-12-05T16:56:05.565562
SYN-2024-00057,Modern Manufacturing,Construction,78.22,151.63,158.03,2.01,2.15,1.2,4.22,2.61,0,NEUTRAL,27.61,0.64,100.0,APPROVE,0,2025-11-07T16:56:05.481775
SYN-2032-00863,Global Group,Construction,36.85,85.41,86.37,1.39,1.31,1.79,1.12,15.31,0,NEUTRAL,32.17,1.88,87.89,APPROVE,0,2025-08-11T16:56:05.581350
SYN-2033-00912,Universal Enterprises,Retail,49.3,146.52,144.36,1.57,1.46,1.31,1.47,0.62,0,NEUTRAL,36.72,4.11,100.0,APPROVE,0,2025-08-31T16:56:05.585671
SYN-2027-00369,Premier Systems,IT Services,90.69,125.14,137.76,0.59,1.33,3.6,10.09,53.12,1,POSITIVE,45.24,-4.78,5.51,REJECT,0,2026-02-05T16:56:05.534424
SYN-2026-00268,Apex Solutions,Retail,63.13,193.74,196.57,1.41,1.77,0.44,1.46,21.15,0,POSITIVE,26.39,2.52,100.0,APPROVE,0,2025-11-22T16:56:05.511096
SYN-2024-00046,Crown Group,Industrial Manufacturing,159.62,199.95,212.35,0.78,1.47,1.22,6.2,43.38,3,NEGATIVE,72.52,-2.22,0.0,REJECT,1,2025-10-31T16:56:05.479575
SYN-2027-00349,Crown Industries,Construction,39.23,77.43,74.49,1.85,1.67,1.41,3.8,11.2,0,POSITIVE,13.18,3.38,100.0,APPROVE,0,2025-03-08T16:56:05.532379
SYN-2025-00195,Classic Enterprises,Automotive Parts,42.45,67.75,64.42,1.76,1.26,1.26,4.91,9.16,0,POSITIVE,11.0,4.69,100.0,APPROVE,1,2025-11-17T16:56:05.499142
SYN-2033-00999,Premier Industries,Construction,84.0,127.43,129.52,1.03,1.55,1.3,1.64,29.88,0,POSITIVE,21.45,1.96,91.46,APPROVE,0,2025-06-07T16:56:05.595399
SYN-2032-00834,National Enterprises,Food Processing,32.88,73.87,75.47,0.71,0.87,2.68,2.16,79.82,1,NEUTRAL,68.78,-2.29,3.69,REJECT,0,2025-10-01T16:56:05.578897
SYN-2031-00736,Crown Corporation,Construction,47.64,148.8,151.49,1.65,2.01,0.25,1.81,19.14,0,NEGATIVE,17.08,0.47,94.53,APPROVE,0,2025-07-28T16:56:05.568967
SYN-2026-00263,Universal Industries,Construction,50.43,84.71,83.33,1.36,1.98,1.59,1.62,24.2,1,NEUTRAL,32.63,3.31,82.56,APPROVE,0,2025-07-12T16:56:05.509848
SYN-2028-00443,Crown Group,Automotive Parts,85.42,184.13,177.7,1.6,2.46,1.27,3.49,16.04,0,NEUTRAL,14.99,1.86,100.0,APPROVE,0,2025-12-16T16:56:05.545098
SYN-2030-00675,Prime Solutions,Textiles,57.96,163.42,154.77,0.76,0.3,3.84,5.3,65.25,4,NEGATIVE,63.97,-3.01,0.0,REJECT,1,2025-12-23T16:56:05.564319
SYN-2027-00304,Modern Technologies,Chemicals,46.3,60.17,62.31,1.23,2.41,1.46,3.55,23.89,0,POSITIVE,30.77,3.18,100.0,APPROVE,1,2025-11-21T16:56:05.517187
SYN-2027-00341,National Systems,Automotive Parts,132.86,187.0,171.44,0.53,1.7,3.23,8.32,60.64,3,NEGATIVE,66.35,-2.17,0.0,REJECT,0,2025-10-18T16:56:05.530559
SYN-2033-00966,Imperial Manufacturing,Industrial Manufacturing,41.32,84.98,87.61,1.23,1.55,0.65,3.1,15.27,0,POSITIVE,30.81,2.28,100.0,APPROVE,0,2026-01-10T16:56:05.592499
SYN-2025-00149,Global Enterprises,Construction,23.11,67.89,68.95,1.52,1.76,1.66,1.56,26.04,0,POSITIVE,33.7,2.01,100.0,APPROVE,0,2025-05-06T16:56:05.493689
SYN-2025-00124,Crown Technologies,Chemicals,13.32,41.85,44.66,1.0,0.95,1.25,6.72,77.03,3,NEGATIVE,46.68,-1.32,0.0,REJECT,1,2025-10-05T16:56:05.490068
SYN-2031-00786,Premier Corporation,Chemicals,47.47,96.29,91.18,0.53,0.96,1.42,5.3,50.57,3,NEUTRAL,50.08,-0.09,0.0,REJECT,0,2025-04-18T16:56:05.574123
SYN-2024-00050,Crown Technologies,Textiles,71.12,190.41,186.39,1.42,2.09,1.95,2.11,11.9,0,NEGATIVE,35.87,4.63,79.11,APPROVE,0,2025-07-28T16:56:05.480310
SYN-2027-00353,National Solutions,Food Processing,56.8,101.96,102.29,1.86,1.86,0.22,0.32,27.45,0,POSITIVE,35.33,1.54,100.0,APPROVE,0,2025-09-16T16:56:05.532862
SYN-2033-00927,United Systems,Textiles,15.7,30.54,30.57,1.21,1.03,0.32,0.1,27.77,0,NEGATIVE,13.27,0.49,72.06,CONDITIONAL_APPROVE,1,2025-12-21T16:56:05.587960
SYN-2025-00142,Sterling Enterprises,Retail,71.23,179.9,156.72,1.14,0.93,2.96,12.89,56.45,1,NEGATIVE,43.43,-3.38,0.0,REJECT,1,2025-11-08T16:56:05.492935
SYN-2028-00470,Prime Corporation,Food Processing,68.01,92.56,95.64,1.05,1.49,1.88,3.33,29.3,0,NEGATIVE,34.06,0.9,48.68,REJECT,1,2025-06-30T16:56:05.548314
SYN-2027-00399,Crown Corporation,IT Services,103.18,161.53,156.35,1.11,1.3,1.76,3.21,54.22,1,NEGATIVE,47.16,-2.27,19.84,REJECT,1,2025-07-29T16:56:05.537169
SYN-2030-00625,Elite Solutions,Automotive Parts,90.33,138.69,149.7,0.77,1.59,2.35,7.94,89.16,1,NEGATIVE,61.63,-0.22,0.0,REJECT,0,2026-02-14T16:56:05.560805
SYN-2027-00320,Imperial Group,Renewable Energy,55.0,75.1,68.69,0.65,0.71,2.14,8.54,52.63,3,NEGATIVE,45.88,-4.23,0.0,REJECT,1,2025-05-30T16:56:05.519465
SYN-2024-00019,Crown Manufacturing,IT Services,44.33,56.36,53.63,1.79,1.97,1.61,4.85,2.81,0,NEUTRAL,17.96,1.97,100.0,APPROVE,0,2025-07-07T16:56:05.474625
SYN-2032-00809,Royal Enterprises,Food Processing,33.66,74.71,82.63,0.83,0.53,2.54,10.6,83.49,2,NEGATIVE,65.2,-2.11,0.0,REJECT,1,2026-03-07T16:56:05.576187
SYN-2031-00790,Prime Enterprises,Automotive Parts,78.84,135.18,140.25,0.87,2.34,0.86,3.75,4.29,0,POSITIVE,19.27,2.36,100.0,APPROVE,0,2026-03-05T16:56:05.574398
SYN-2032-00808,Universal Enterprises,Automotive Parts,22.9,48.71,47.85,1.74,2.62,1.48,1.77,24.54,0,NEUTRAL,17.57,2.38,100.0,APPROVE,0,2025-07-13T16:56:05.576102
SYN-2028-00407,Prime Group,Renewable Energy,10.44,14.29,13.75,1.57,1.5,0.11,3.79,15.64,0,NEGATIVE,15.89,2.89,91.35,APPROVE,0,2025-05-08T16:56:05.539922
SYN-2029-00537,Supreme Manufacturing,Construction,84.89,156.65,152.16,1.2,1.22,1.53,2.87,12.01,0,POSITIVE,22.19,4.49,99.93,APPROVE,0,2025-07-01T16:56:05.552940
SYN-2030-00620,Universal Technologies,Textiles,8.29,19.95,19.73,1.27,1.09,0.86,1.07,1.13,0,NEUTRAL,17.88,4.01,100.0,APPROVE,0,2026-02-28T16:56:05.560501
SYN-2024-00038,Imperial Technologies,Retail,11.98,32.24,31.93,1.5,1.44,1.24,0.98,13.25,0,NEUTRAL,20.53,3.81,100.0,APPROVE,0,2025-05-28T16:56:05.478386
SYN-2025-00175,Apex Corporation,Chemicals,48.59,82.93,74.85,0.6,1.66,3.48,9.75,47.1,2,NEGATIVE,73.59,-2.06,0.0,REJECT,0,2025-10-12T16:56:05.496397
SYN-2026-00245,Premier Group,Pharmaceuticals,41.73,66.96,69.86,1.39,1.57,1.25,4.32,10.44,0,NEUTRAL,10.04,4.87,100.0,APPROVE,0,2026-02-04T16:56:05.504956
SYN-2032-00828,Crown Systems,Textiles,26.95,86.45,82.96,2.1,1.8,1.39,4.04,27.27,0,NEGATIVE,11.93,1.65,94.73,APPROVE,1,2025-06-01T16:56:05.578380
SYN-2030-00667,Universal Solutions,Retail,75.41,194.43,170.45,0.84,0.97,0.98,12.33,61.82,1,NEGATIVE,66.78,-2.01,0.0,REJECT,0,2025-04-03T16:56:05.563753
SYN-2031-00754,Modern Systems,Renewable Energy,31.21,53.1,52.53,1.44,1.33,1.93,1.07,17.42,0,POSITIVE,15.12,2.12,100.0,APPROVE,0,2025-06-10T16:56:05.570657
SYN-2032-00858,Royal Solutions,Chemicals,48.27,122.7,121.38,1.8,1.64,0.46,1.07,19.03,0,POSITIVE,11.01,1.73,100.0,APPROVE,0,2025-11-29T16:56:05.580897
SYN-2025-00154,Royal Enterprises,Chemicals,57.5,126.89,137.69,0.68,1.01,2.19,8.51,70.57,4,NEGATIVE,72.56,-1.88,0.0,REJECT,1,2025-08-09T16:56:05.494228
SYN-2026-00287,Universal Industries,Pharmaceuticals,29.54,64.95,63.32,1.42,1.69,1.6,2.51,24.42,0,NEGATIVE,13.31,1.25,73.52,CONDITIONAL_APPROVE,0,2025-07-05T16:56:05.514007
SYN-2030-00602,Crown Manufacturing,Food Processing,94.47,162.61,159.17,1.06,1.29,0.81,2.12,23.7,0,POSITIVE,30.31,3.7,95.74,APPROVE,0,2025-04-14T16:56:05.559193
SYN-2029-00569,Supreme Enterprises,Renewable Energy,26.68,78.29,79.94,1.67,2.45,1.09,2.1,18.54,0,POSITIVE,26.37,0.97,100.0,APPROVE,0,2025-03-11T16:56:05.556626
SYN-2031-00743,Global Enterprises,Food Processing,10.04,14.18,14.57,1.82,1.7,1.83,2.74,2.57,0,NEUTRAL,32.75,0.07,100.0,APPROVE,0,2025-07-18T16:56:05.569437
SYN-2024-00017,Prime Solutions,Textiles,98.23,158.18,151.79,0.85,1.33,1.51,4.04,83.56,3,NEUTRAL,75.48,-4.58,0.0,REJECT,1,2025-06-30T16:56:05.474403
SYN-2025-00127,National Technologies,Industrial Manufacturing,7.12,15.69,15.33,1.77,1.94,1.7,2.34,14.67,0,NEUTRAL,14.19,3.52,100.0,APPROVE,0,2025-06-26T16:56:05.490330
SYN-2027-00322,Modern Systems,Textiles,47.38,89.54,88.86,1.47,1.09,1.16,0.75,9.19,0,POSITIVE,11.71,3.63,100.0,APPROVE,0,2025-08-26T16:56:05.519748
SYN-2026-00255,Royal Technologies,Renewable Energy,48.81,135.86,123.91,0.98,0.96,2.12,8.8,65.72,1,POSITIVE,59.24,-3.56,21.65,REJECT,1,2025-11-09T16:56:05.507001
SYN-2030-00657,Elite Manufacturing,Pharmaceuticals,46.22,66.54,65.54,1.44,1.38,1.49,1.5,1.22,0,NEUTRAL,34.99,0.16,91.88,APPROVE,0,2026-01-24T16:56:05.563142
